id,Source name,R.A.,Dec,Radio flux d.,Fermi flux,Log nu_peak,Redshift,Original catalog
2791,5BZQJ1101+6241 ,11 01 53.45,+62 41 50.6,727,0,0,0.663,5BZCAT
2792,5BZQJ1102+2757 ,11 02 14.28,+27 57 08.71,236,0,0,1.861,5BZCAT
2793,5BZBJ1102+3801 ,11 02 22.92,+38 01 22.51,30,0,0,0.392,5BZCAT
2794,5BZQJ1102+5941 ,11 02 42.74,+59 41 18.81,352,0,0,1.83,5BZCAT
2795,5BZQJ1102-4404 ,11 02 04.82,-44 04 22.9,108,0,0,0.763,5BZCAT
2796,4FGLJ1102.6+5251 ,11 02 49.85,+52 50 12.58,24,2.17e-12,0,0,Fermi 4LAC
2797,3HSPJ110253.0-014906.8,11 02 53.02,-01 49 06.81,12.7,1.1e-12,16.6,0.56,3HSP
2798,3HSPJ110312.8+440116.8,11 03 12.88,+44 01 16.78,4.5,0,16.3,0.411,3HSP
2799,4FGLJ1103.0+1157 ,11 03 03.53,+11 58 16.6,263.1,1.71e-11,0,0,Fermi 3LAC
2800,5BZQJ1103+3014 ,11 03 13.3,+30 14 42.68,165,3.01e-12,0,0.384,5BZCAT
2801,5BZQJ1103-3251 ,11 03 31.53,-32 51 16.7,898,0,0,0.355,5BZCAT
2802,5BZBJ1103-2329 ,11 03 37.61,-23 29 30.91,120,5.42e-12,17.3,0.186,5BZCAT
2803,4FGLJ1104.9+5748 ,11 04 12.96,+57 52 12.68,113.9,1.69e-12,0,0,Fermi 4LAC
2804,3HSPJ110357.2+261118.9,11 03 57.29,+26 11 18.81,8.1,1.66e-12,17.1,0.712,3HSP
2805,3HSPJ110339.1-402402.5,11 03 39.09,-40 24 02.41,46.9,0,15.5,0.22,3HSP
2806,5BZGJ1103+0022 ,11 03 56.16,+00 22 36.69,63,0,15.7,0.275,5BZCAT
2807,3HSPJ110424.9+423454.4,11 04 24.95,+42 34 54.4,8,0,16.8,0.453,3HSP
2808,5BZBJ1104+3812 ,11 04 27.3,+38 12 31.71,767,4.49e-10,16.3,0.03,5BZCAT
2809,5BZBJ1103-5357 ,11 03 52.21,-53 57 00.68,730,2.41e-11,0,0,5BZCAT
2810,5BZBJ1104+0730 ,11 04 24.05,+07 30 53.1,78,7e-12,0,0,5BZCAT
2811,5BZQJ1104+6038 ,11 04 53.69,+60 38 55.28,151,0,0,1.363,5BZCAT
2812,5BZGJ1105+4653 ,11 05 07.07,+46 53 18.38,60,0,0,0.112,5BZCAT
2813,5BZQJ1104-2431 ,11 04 46.16,-24 31 25.71,586,0,0,1.666,5BZCAT
2814,3HSPJ110530.6+311436.9,11 05 30.64,+31 14 36.81,3.5,0,15.4,0.42,3HSP
2815,5BZQJ1105-3928 ,11 05 11.08,-39 28 42.09,293,0,0,1.611,5BZCAT
2816,5BZQJ1105-1813 ,11 05 19.12,-18 13 13.29,22,0,0,0.578,5BZCAT
2817,5BZQJ1105+0202 ,11 05 38.98,+02 02 57.51,254,0,0,0.106,5BZCAT
2818,5BZGJ1105+3946 ,11 05 53.81,+39 46 56.78,43,1.51e-12,0,0.099,5BZCAT
2819,3HSPJ110600.3+375445.6,11 06 00.35,+37 54 45.61,0,0,16.5,0.64,3HSP
2820,4FGLJ1105.8-0731 ,11 05 47.77,-07 32 34.4,49.4,2.76e-12,0,0,Fermi 4LAC
2821,5BZQJ1106+2812 ,11 06 07.25,+28 12 47.01,225,8.88e-12,0,0.844,5BZCAT
2822,4FGLJ1106.2-1048 ,11 06 05.61,-10 48 53.31,270.8,1.89e-12,0,0,Fermi 4LAC
2823,3HSPJ110651.8+650604.8,11 06 51.86,+65 06 04.71,3.9,0,16.5,0.73,3HSP
2824,4FGLJ1106.5-3646 ,11 06 24.03,-36 46 58.9,44.7,6.72e-12,0,0,Fermi 3LAC
2825,5BZBJ1107+5010 ,11 07 04.76,+50 10 37.81,37,0,0,0.706,5BZCAT
2826,5BZQJ1107+7232 ,11 07 41.7,+72 32 35.91,370,0,0,2.1,5BZCAT
2827,5BZQJ1107+5219 ,11 07 25.81,+52 19 31.51,183,0,0,0.944,5BZCAT
2828,5BZQJ1107-4449 ,11 07 08.69,-44 49 07.6,2595,1.33e-11,0,1.598,5BZCAT
2829,5BZBJ1107+0222 ,11 07 35.9,+02 22 24.38,21,6.19e-12,0,0,5BZCAT
2830,5BZBJ1107+1502 ,11 07 48.06,+15 02 10.6,43,6.65e-12,15.6,0,5BZCAT
2831,5BZQJ1107-3043 ,11 07 44.11,-30 43 34.89,351,2.39e-12,0,0.74,5BZCAT
2832,3HSPJ110804.9+164820.3,11 08 04.92,+16 48 20.3,0,0,16.5,0.476,3HSP
2833,5BZQJ1108+4330 ,11 08 23.46,+43 30 53.71,300,0,0,1.226,5BZCAT
2834,5BZQJ1108+0811 ,11 08 37.51,+08 11 01.1,115,0,0,1.123,5BZCAT
2835,5BZBJ1108+2615 ,11 08 44.75,+26 15 32.61,44,0,0,0,5BZCAT
2836,5BZGJ1108+0202 ,11 08 45.48,+02 02 40.81,774,0,0,0.157,5BZCAT
2837,4FGLJ1108.7-1844 ,11 08 45.76,-18 45 05.29,101.6,1.71e-12,0,0,Fermi 4LAC
2838,5BZGJ1108-0149 ,11 08 58.4,-01 49 31.9,82,0,16.7,0.106,5BZCAT
2839,5BZBJ1109+2411 ,11 09 16.17,+24 11 20.11,34,3.7e-12,15.7,0,5BZCAT
2840,5BZBJ1109+3736 ,11 09 38.5,+37 36 11.7,5,2.3e-12,15,0.398,5BZCAT
2841,4FGLJ1109.7-4814 ,11 09 18.85,-48 15 19.18,193.5,3.42e-12,0,0,Fermi 3LAC
2842,5BZBJ1110+7133 ,11 10 37.57,+71 33 56.59,54,3.23e-12,15.2,0,5BZCAT
2843,3HSPJ111008.3-392615.7,11 10 08.35,-39 26 15.61,18.5,0,15.8,0.29,3HSP
2844,5BZQJ1110+4403 ,11 10 46.34,+44 03 25.81,293,0,0,1.693,5BZCAT
2845,5BZBJ1110-1835 ,11 10 27.77,-18 35 52.58,47,6.28e-12,0,0,5BZCAT
2846,5BZBJ1110+3539 ,11 10 56.82,+35 39 07.2,5,1.37e-12,0,0,5BZCAT
2847,5BZQJ1111+5227 ,11 11 05.87,+52 27 49.1,115,0,0,1.28,5BZCAT
2848,3HSPJ111112.5+584657.9,11 11 12.59,+58 46 57.9,32.5,0,16.5,0.642,3HSP
2849,5BZBJ1110+1704 ,11 10 57.18,+17 04 55.7,35,0,0,0,5BZCAT
2850,5BZQJ1111+1530 ,11 11 18.54,+15 30 33.08,36,0,0,0.525,5BZCAT
2851,5BZBJ1111+3452 ,11 11 30.89,+34 52 03.39,7,0,17.1,0.212,5BZCAT
2852,3HSPJ111158.9+485701.4,11 11 58.88,+48 57 01.4,46.1,9.21e-13,16.1,0.44,3HSP
2853,5BZBJ1112+2608 ,11 12 07.94,+26 08 03.69,9,0,16.1,0.45,5BZCAT
2854,5BZBJ1112+1751 ,11 12 24.59,+17 51 21.81,14,1.79e-12,16.9,0.421,5BZCAT
2855,5BZQJ1112+3446 ,11 12 38.76,+34 46 39.1,166,1.18e-11,0,1.956,5BZCAT
2856,5BZBJ1112-2712 ,11 12 39.3,-27 12 19.51,140,0,0,0,5BZCAT
2857,5BZQJ1112-3745 ,11 12 36.79,-37 45 45.21,85,0,0,0.979,5BZCAT
2858,5BZQJ1113-3549 ,11 13 01.47,-35 49 48.28,319,0,0,1.695,5BZCAT
2859,4FGLJ1113.9+5523 ,11 13 56.28,+55 22 55.59,14.2,2.18e-12,0,0,Fermi 4LAC
2860,4FGLJ1113.8+1528 ,11 13 55.86,+15 28 05.69,45.5,2.24e-12,0,0,Fermi 4LAC
2861,5BZQJ1113+1442 ,11 13 58.68,+14 42 26.99,642,0,0,0.869,5BZCAT
2862,5BZQJ1114-0816 ,11 14 32.54,-08 16 38.99,370,5.99e-12,0,2.078,5BZCAT
2863,5BZQJ1114-0247 ,11 14 39.65,-02 47 31.59,187,4.08e-12,0,1.04,5BZCAT
2864,4FGLJ1115.2-0703 ,11 15 11.72,-07 02 39.91,32.2,4.49e-12,0,0,Fermi 4LAC
2865,3HSPJ111603.4+371036.1,11 16 03.45,+37 10 36.01,0,0,15.7,0.269,3HSP
2866,5BZUJ1116+0829 ,11 16 09.96,+08 29 21.91,245,0,0,0.486,5BZCAT
2867,4FGLJ1116.6+2915 ,11 16 34.61,+29 15 17.1,1929.7,6.89e-13,0,0,Fermi 4LAC
2868,3HSPJ111644.6+402635.8,11 16 44.64,+40 26 35.8,2.6,0,15.7,0.202,3HSP
2869,3HSPJ111709.7+585921.0,11 17 09.73,+58 59 21.01,4.6,0,16,0.081,3HSP
2870,5BZBJ1117+2014 ,11 17 06.24,+20 14 07.29,103,1.65e-11,15.9,0.138,5BZCAT
2871,5BZBJ1117+0006 ,11 17 17.51,+00 06 33.51,14,0,17.3,0.451,5BZCAT
2872,4FGLJ1117.6+0217 ,11 17 23.62,+02 16 19.41,74.5,2.42e-12,0,0,Fermi 4LAC
2873,3HSPJ111715.2-533813.2,11 17 15.23,-53 38 13.2,0,5.35e-12,15.9,0,3HSP
2874,5BZBJ1117+2548 ,11 17 40.39,+25 48 46.51,12,3.11e-12,0,0.36,5BZCAT
2875,5BZBJ1117+5355 ,11 17 57.23,+53 55 54.91,12,9.02e-12,15.6,0,5BZCAT
2876,4FGLJ1118.2-0415 ,11 18 12.42,-04 13 24.31,164.4,6.82e-12,0,0,Fermi 3LAC
2877,3HSPJ111810.8-164339.4,11 18 10.86,-16 43 39.39,19.9,0,16.1,0.4,3HSP
2878,5BZQJ1118-1232 ,11 18 17.14,-12 32 54.31,776,4.68e-12,0,1.739,5BZCAT
2879,5BZQJ1118-3054 ,11 18 20.61,-30 54 58.5,234,0,0,2.353,5BZCAT
2880,5BZQJ1118-4634 ,11 18 26.95,-46 34 14.98,2570,4.4e-12,0,0.713,5BZCAT
2881,5BZQJ1119+6004 ,11 19 14.34,+60 04 57.21,218,0,0,2.646,5BZCAT
2882,5BZQJ1118+1234 ,11 18 57.3,+12 34 41.7,1112,5.68e-12,0,2.129,5BZCAT
2883,5BZGJ1119+0900 ,11 19 08.94,+09 00 22.89,22,0,0,0.33,5BZCAT
2884,3HSPJ111806.8-813619.7,11 18 06.86,-81 36 19.58,18.3,0,16.5,0.35,3HSP
2885,5BZQJ1119+0410 ,11 19 42.81,+04 10 27.91,303,0,0,0.736,5BZCAT
2886,5BZBJ1119-3047 ,11 19 39.59,-30 47 20.9,9,1.29e-12,17.8,0.412,5BZCAT
2887,5BZQJ1119+1656 ,11 19 52.43,+16 56 56.9,82,0,0,0.949,5BZCAT
2888,5BZQJ1120+5404 ,11 20 23.29,+54 04 28.7,269,0,0,0.924,5BZCAT
2889,5BZQJ1120-2719 ,11 20 16.18,-27 19 06.31,474,0,0,1.881,5BZCAT
2890,5BZQJ1120+0704 ,11 20 38.44,+07 04 47.09,242,0,0,1.336,5BZCAT
2891,5BZBJ1120+4212 ,11 20 48.06,+42 12 12.31,24,1.69e-11,16.2,0,5BZCAT
2892,4FGLJ1120.6+0713 ,11 20 41.58,+07 13 35.0,0,5.91e-12,0,0,Fermi 4LAC
2893,5BZQJ1120-1420 ,11 20 55.56,-14 20 29.9,350,0,0,1.114,5BZCAT
2894,5BZBJ1120+0144 ,11 20 59.75,+01 44 56.79,24,0,16.1,0.368,5BZCAT
2895,4FGLJ1121.3-0011 ,11 21 19.42,-00 13 16.39,0,1.97e-12,0,0,Fermi 4LAC
2896,5BZQJ1121-1722 ,11 21 20.8,-17 22 40.8,44,0,0,0.986,5BZCAT
2897,5BZQJ1121-0553 ,11 21 25.11,-05 53 56.39,588,2.21e-11,0,1.297,5BZCAT
2898,5BZBJ1121-0711 ,11 21 42.12,-07 11 06.39,214,0,0,0,5BZCAT
2899,5BZQJ1121-0442 ,11 21 43.11,-04 42 36.1,149,0,0,1.73,5BZCAT
2900,5BZGJ1121+4314 ,11 21 56.7,+43 14 56.9,48,0,0,0.185,5BZCAT
2901,5BZBJ1122+4316 ,11 22 11.81,+43 16 49.58,3,0,16.3,0,5BZCAT
2902,5BZQJ1122-2532 ,11 22 05.73,-25 32 33.68,246,0,0,2.36,5BZCAT
2903,5BZQJ1122+1805 ,11 22 29.7,+18 05 26.3,693,0,0,1.04,5BZCAT
2904,4FGLJ1123.6+8028 ,11 23 43.37,+80 30 23.29,103.4,1.05e-12,0,0,Fermi 4LAC
2905,5BZBJ1123+7229 ,11 23 49.16,+72 29 59.6,12,1.07e-12,17.2,0,5BZCAT
2906,3HSPJ112313.2-090425.4,11 23 13.2,-09 04 25.28,5.8,0,16.4,0.37,3HSP
2907,3HSPJ112318.0-323218.5,11 23 18.05,-32 32 18.38,16.9,1.64e-12,17,0.34,3HSP
2908,4FGLJ1123.4-2529 ,11 23 25.37,-25 28 57.0,13.6,2.94e-12,0,0,Fermi 4LAC
2909, 3FGLJ1123.2-6415 ,11 23 19.4,-64 17 36.2,0,0,0,0,Fermi 3LAC
2910,5BZQJ1124+2336 ,11 24 02.7,+23 36 45.89,525,5.78e-12,0,1.549,5BZCAT
2911,5BZGJ1124+5133 ,11 24 13.15,+51 33 49.49,54,0,0,0.235,5BZCAT
2912,5BZBJ1124+2045 ,11 24 05.34,+20 45 53.71,9,1.87e-12,15.3,0,5BZCAT
2913,5BZQJ1124-1501 ,11 24 02.57,-15 01 58.9,262,0,0,2.561,5BZCAT
2914,3HSPJ112414.7+234032.8,11 24 14.7,+23 40 32.8,0,5.78e-12,17.2,0.68,3HSP
2915,3HSPJ112410.5-371002.3,11 24 10.55,-37 10 02.2,12.8,0,15.3,0,3HSP
2916,4FGLJ1124.4+2308 ,11 24 31.57,+23 07 55.88,143.9,2.3e-12,0,0,Fermi 4LAC
2917,4FGLJ1124.6-0809 ,11 24 37.51,-08 06 42.58,33.8,2.33e-12,0,0,Fermi 4LAC
2918,5BZBJ1124+4934 ,11 24 53.82,+49 34 09.8,20,5.03e-12,16.9,0,5BZCAT
2919,5BZBJ1125+2143 ,11 25 03.64,+21 43 00.01,8,1.91e-12,16,0,5BZCAT
2920,3HSPJ112502.8-265402.9,11 25 02.8,-26 54 02.8,4.5,0,16.1,0.44,3HSP
2921,3HSPJ112508.6-210105.8,11 25 08.62,-21 01 05.8,36.4,5.51e-12,15.4,0.24,3HSP
2922,5BZBJ1125-3557 ,11 25 31.46,-35 57 03.31,207,6.62e-12,0,0.284,5BZCAT
2923,5BZQJ1125+0001 ,11 25 42.3,+00 01 01.41,32,0,0,1.696,5BZCAT
2924,5BZQJ1125+2610 ,11 25 53.7,+26 10 19.88,921,0,0,2.341,5BZCAT
2925,5BZBJ1125-0742 ,11 25 51.99,-07 42 21.09,37,2.6e-12,15.7,0.279,5BZCAT
2926,4FGLJ1125.9+2005 ,11 25 58.74,+20 05 54.31,689,3.38e-12,0,0,Fermi 3LAC
2927,3HSPJ112611.9-203724.9,11 26 11.99,-20 37 24.81,22.9,0,16.4,0.35,3HSP
2928,3HSPJ112635.6-425212.2,11 26 35.61,-42 52 12.21,19.8,0,16.7,0.29,3HSP
2929,5BZQJ1126+4516 ,11 26 57.64,+45 16 06.31,404,0,0,1.811,5BZCAT
2930,4FGLJ1126.8-3829 ,11 26 44.11,-38 28 44.0,534.2,7.57e-12,0,0,Fermi 3LAC
2931,5BZQJ1127-1857 ,11 27 04.37,-18 57 17.31,536,8.17e-11,0,1.048,5BZCAT
2932,3HSPJ112727.2+290829.1,11 27 27.19,+29 08 29.11,5.2,0,16.5,0.57,3HSP
2933,5BZQJ1127+5650 ,11 27 40.13,+56 50 14.71,475,3.13e-12,0,2.89,5BZCAT
2934,5BZBJ1127+0555 ,11 27 36.53,+05 55 32.01,162,0,0,0,5BZCAT
2935,5BZQJ1127+3620 ,11 27 58.86,+36 20 28.28,168,1.39e-11,0,0.884,5BZCAT
2936,4FGLJ1127.6-4920 ,11 27 40.57,-49 19 24.31,326.9,2.87e-12,0,0,Fermi 4LAC
2937,5BZQJ1128+5925 ,11 28 13.32,+59 25 14.8,301,4.68e-12,0,1.795,5BZCAT
2938,5BZBJ1129+3756 ,11 29 03.23,+37 56 56.68,27,6.15e-12,0,0,5BZCAT
2939, 3FGLJ1129.0+3705 ,11 29 09.82,+37 09 09.5,0,3.9e-12,0,0,Fermi 3LAC
2940,5BZBJ1129+3703 ,11 29 14.29,+37 03 17.78,61,3.9e-12,0,0,5BZCAT
2941,3HSPJ112912.5-101349.5,11 29 12.52,-10 13 49.51,5.8,1.64e-12,15.5,0,3HSP
2942,4FGLJ1129.2-0529 ,11 29 14.04,-05 28 56.31,37.7,6.32e-12,0,0,Fermi 4LAC
2943,3HSPJ112946.2+585057.7,11 29 46.25,+58 50 57.69,3.6,0,15.4,0.75,3HSP
2944,4FGLJ1129.5+3034 ,11 29 37.29,+30 36 34.41,49,2.41e-12,0,0,Fermi 4LAC
2945,5BZUJ1129-4435 ,11 29 31.7,-44 35 49.81,34,0,0,0.317,5BZCAT
2946,5BZQJ1129-0240 ,11 29 52.92,-02 40 07.28,37,0,0,2.093,5BZCAT
2947,5BZQJ1130-1449 ,11 30 07.03,-14 49 27.4,5622,1.17e-11,0,1.184,5BZCAT
2948,4FGLJ1129.8-4217 ,11 30 06.89,-42 14 41.78,261.4,2.04e-12,0,0,Fermi 3LAC
2949,4FGLJ1130.8+1016 ,11 30 36.33,+10 18 24.58,13.7,5.16e-12,0,0,Fermi 4LAC
2950,5BZQJ1130+3815 ,11 30 53.28,+38 15 18.5,702,1.09e-11,0,1.733,5BZCAT
2951,3HSPJ113046.1-313807.5,11 30 46.14,-31 38 07.51,23.5,1.15e-12,16.9,0.151,3HSP
2952,5BZQJ1131+3114 ,11 31 09.47,+31 14 05.49,370,0,0,0.289,5BZCAT
2953,5BZBJ1131+5808 ,11 31 18.64,+58 08 58.81,43,3.95e-12,0,0.36,5BZCAT
2954,3HSPJ113105.2-094406.4,11 31 05.27,-09 44 06.39,22,2.26e-12,16.4,0.33,3HSP
2955,3HSPJ113032.0-780105.4,11 30 32.05,-78 01 05.41,135.8,5.52e-12,17.9,0.23,3HSP
2956,5BZBJ1131+0234 ,11 31 15.46,+02 34 50.41,12,0,0,0,5BZCAT
2957,5BZUJ1131-0500 ,11 31 30.52,-05 00 19.58,561,2.81e-12,0,0.266,5BZCAT
2958,5BZQJ1131-1628 ,11 31 36.73,-16 28 33.31,57,0,0,0.786,5BZCAT
2959,3HSPJ113209.2-473853.3,11 32 09.24,-47 38 53.3,18.4,4.58e-12,17.5,0.21,3HSP
2960,5BZQJ1132+0914 ,11 32 32.68,+09 14 28.1,43,0,0,1.575,5BZCAT
2961,5BZBJ1132+0237 ,11 32 34.37,+02 37 40.11,63,0,0,0,5BZCAT
2962,5BZBJ1132+0034 ,11 32 45.6,+00 34 27.8,469,2.53e-11,0,1.223,5BZCAT
2963,5BZGJ1132+0515 ,11 32 55.97,+05 15 39.6,60,0,0,0.101,5BZCAT
2964, 3FGLJ1132.8+1015 ,11 32 59.47,+10 23 42.21,0,0,0,0,Fermi 3LAC
2965,3HSPJ113302.9+184704.9,11 33 02.93,+18 47 04.81,3.9,0,16.7,0.716,3HSP
2966,5BZQJ1133+0015 ,11 33 03.02,+00 15 48.99,233,0,0,1.173,5BZCAT
2967,5BZBJ1133-2501 ,11 33 15.36,-25 01 09.51,81,0,0,0,5BZCAT
2968,5BZQJ1133+0040 ,11 33 20.05,+00 40 52.71,365,0,0,1.633,5BZCAT
2969,5BZQJ1133-0905 ,11 33 35.99,-09 05 23.31,192,0,0,0.992,5BZCAT
2970,3HSPJ113405.9+483904.7,11 34 05.9,+48 39 04.6,0,0,16.5,0.749,3HSP
2971,5BZBJ1134-1729 ,11 34 44.69,-17 29 01.71,5,1.07e-12,17.6,0.571,5BZCAT
2972,3HSPJ113459.5+213456.2,11 34 59.53,+21 34 56.2,0,0,16.2,0.602,3HSP
2973,5BZBJ1135+3200 ,11 35 03.56,+32 00 15.51,21,0,0,0.511,5BZCAT
2974,5BZBJ1135+6609 ,11 35 23.7,+66 09 41.0,63,0,0,0,5BZCAT
2975,4FGLJ1135.1+3014 ,11 35 14.09,+30 10 05.59,94.6,2.96e-12,0,0,Fermi 4LAC
2976,5BZQJ1135-0428 ,11 35 58.22,-04 28 27.91,200,4.62e-12,0,0.273,5BZCAT
2977,5BZBJ1136+7009 ,11 36 26.4,+70 09 27.28,327,1.38e-11,16.8,0.045,5BZCAT
2978,4FGLJ1136.3-0501 ,11 36 07.43,-05 01 56.89,46.6,2.91e-12,0,0,Fermi 4LAC
2979,5BZBJ1136+6737 ,11 36 30.09,+67 37 04.4,45,6.52e-12,18.1,0.136,5BZCAT
2980,5BZBJ1136+1601 ,11 36 17.53,+16 01 52.21,17,0,0,0.574,5BZCAT
2981, 3FGLJ1136.6-6826 ,11 36 02.09,-68 27 05.79,0,5.23e-12,0,0,Fermi 3LAC
2982,5BZQJ1136+3407 ,11 36 27.34,+34 07 39.5,136,4.35e-12,0,1.332,5BZCAT
2983,5BZQJ1136-0330 ,11 36 24.58,-03 30 29.41,163,0,0,1.643,5BZCAT
2984,4FGLJ1136.8-7413 ,11 36 09.65,-74 15 45.21,1241,7.9e-12,0,0,Fermi 3LAC
2985,3HSPJ113641.1+234726.1,11 36 41.1,+23 47 26.01,15.4,0,15.4,0.38,3HSP
2986,5BZGJ1136+2550 ,11 36 50.09,+25 50 52.29,16,2.76e-12,15.2,0.156,5BZCAT
2987,4FGLJ1138.4+4857 ,11 38 02.05,+48 58 56.71,43,2.74e-12,0,0,Fermi 3LAC
2988,5BZBJ1137-1710 ,11 37 55.61,-17 10 42.09,5,2.92e-12,17.7,0.6,5BZCAT
2989,5BZBJ1138+4113 ,11 38 12.14,+41 13 52.71,24,1.67e-12,0,0.574,5BZCAT
2990,5BZQJ1138+4745 ,11 38 21.13,+47 45 15.4,305,0,0,0.77,5BZCAT
2991,3HSPJ113900.7+553035.6,11 39 00.76,+55 30 35.6,0,0,16.8,0.63,3HSP
2992,4FGLJ1139.0+4033 ,11 39 02.73,+40 32 54.81,372.4,3.67e-12,0,0,Fermi 4LAC
2993,3HSPJ113922.3+612644.8,11 39 22.31,+61 26 44.8,0,0,15.4,0.53,3HSP
2994,3HSPJ113921.9+312931.0,11 39 21.89,+31 29 30.98,3.7,0,16.5,0.509,3HSP
2995,5BZQJ1139-1552 ,11 39 29.58,-15 52 51.7,273,0,0,2.625,5BZCAT
2996,5BZBJ1140+1528 ,11 40 23.46,+15 28 09.69,70,2.07e-12,16.2,0.244,5BZCAT
2997,5BZQJ1140+4622 ,11 40 47.9,+46 22 04.9,98,0,0,0.115,5BZCAT
2998,3HSPJ114118.6+680429.6,11 41 18.65,+68 04 29.6,22.5,2.5e-12,15.3,0.57,3HSP
2999,3HSPJ114117.6+064123.7,11 41 17.58,+06 41 23.71,6,0,16.5,0.672,3HSP
3000,3HSPJ114141.8-140754.6,11 41 41.79,-14 07 54.51,59.9,3.17e-12,16.4,0.32,3HSP
3001,5BZBJ1142+1547 ,11 42 07.73,+15 47 54.2,334,8.09e-12,0,0,5BZCAT
3002,3HSPJ114221.7+334201.9,11 42 21.76,+33 42 01.9,5.1,0,15.8,0.409,3HSP
3003,3HSPJ114222.6-130643.5,11 42 22.62,-13 06 43.41,3.7,0,15.3,0.33,3HSP
3004,5BZGJ1143+7304 ,11 43 04.94,+73 04 09.08,48,0,0,0.123,5BZCAT
3005,5BZBJ1143+6122 ,11 43 12.11,+61 22 10.81,83,4.42e-12,0,0,5BZCAT
3006,5BZQJ1143+1843 ,11 43 06.03,+18 43 42.81,57,0,0,0.374,5BZCAT
3007,5BZQJ1143+6633 ,11 43 41.58,+66 33 31.21,132,0,0,2.328,5BZCAT
3008,3HSPJ114352.6+155821.9,11 43 52.66,+15 58 21.89,8.4,0,16.6,0.67,3HSP
3009,5BZBJ1143+5102 ,11 43 57.6,+51 02 36.81,37,0,0,0,5BZCAT
3010,4FGLJ1144.9+1937 ,11 45 04.99,+19 36 22.71,0,3.25e-12,0,0,Fermi 3LAC
3011,3HSPJ114523.3+334744.2,11 45 23.37,+33 47 44.19,8.2,0,16.5,0.51,3HSP
3012,5BZQJ1145+0455 ,11 45 21.3,+04 55 26.61,666,2.34e-12,0,1.342,5BZCAT
3013,5BZQJ1145-2250 ,11 45 22.03,-22 50 31.3,653,0,0,1.141,5BZCAT
3014,4FGLJ1145.5+4423 ,11 45 38.51,+44 20 21.91,0,1.75e-12,0,0,Fermi 3LAC
3015,5BZGJ1145-0340 ,11 45 35.1,-03 40 01.7,18,0,16.9,0.167,5BZCAT
3016,3HSPJ114600.8-063854.9,11 46 00.84,-06 38 54.81,8.4,3.46e-12,16.3,0.37,3HSP
3017,5BZQJ1145-6954 ,11 45 53.62,-69 54 01.79,439,4.87e-12,0,0.244,5BZCAT
3018,5BZQJ1146-2447 ,11 46 08.09,-24 47 32.78,1434,0,0,1.94,5BZCAT
3019,5BZQJ1146+5848 ,11 46 26.89,+58 48 34.3,372,0,0,1.982,5BZCAT
3020,5BZQJ1146-2859 ,11 46 26.17,-28 59 18.38,288,2.29e-12,0,0.45,5BZCAT
3021,4FGLJ1146.4-3327 ,11 46 28.51,-33 28 46.7,2347,2.18e-12,0,0,Fermi 4LAC
3022,5BZQJ1146+5356 ,11 46 44.18,+53 56 43.0,367,0,0,2.201,5BZCAT
3023,3FGLJ1146.8+3958 ,11 46 53.45,+39 57 50.9,331.5,4.96e-11,0,0,Fermi 3LAC
3024,5BZQJ1146+3958 ,11 46 58.29,+39 58 34.28,331,4.96e-11,0,1.089,5BZCAT
3025,5BZBJ1147-3812 ,11 47 01.37,-38 12 10.9,1804,2.52e-11,0,1.048,5BZCAT
3026,4FGLJ1147.2-2627 ,11 47 06.28,-26 25 14.48,95.5,4.13e-12,0,0,Fermi 4LAC
3027,3HSPJ114708.9-323003.3,11 47 08.99,-32 30 03.31,3.9,0,16.7,0.37,3HSP
3028,5BZGJ1147+3501 ,11 47 22.13,+35 01 07.49,637,0,0,0.063,5BZCAT
3029,3HSPJ114746.4+673906.2,11 47 46.44,+67 39 06.08,7,0,16.4,0.78,3HSP
3030,5BZQJ1147-6753 ,11 47 33.38,-67 53 41.71,780,3.92e-12,0,0.21,5BZCAT
3031,3HSPJ114747.9-211640.4,11 47 47.9,-21 16 40.4,4.2,0,16.8,0.35,3HSP
3032,5BZQJ1147-0724 ,11 47 51.54,-07 24 41.11,740,9.94e-12,0,1.342,5BZCAT
3033,5BZGJ1147+2205 ,11 47 55.14,+22 05 41.71,4,0,17,0.276,5BZCAT
3034,5BZQJ1148+5654 ,11 48 03.18,+56 54 11.69,66,0,0,0.451,5BZCAT
3035,5BZQJ1147+2635 ,11 47 59.75,+26 35 42.28,342,0,0,0.867,5BZCAT
3036,3HSPJ114830.4-074508.6,11 48 30.45,-07 45 08.6,0,0,15.2,0,3HSP
3037,5BZBJ1148+1840 ,11 48 37.75,+18 40 09.01,460,2.45e-12,0,0,5BZCAT
3038,5BZGJ1148+5924 ,11 48 50.35,+59 24 56.3,481,2.41e-12,0,0.011,5BZCAT
3039,5BZQJ1148+5254 ,11 48 56.56,+52 54 25.3,93,0,0,1.632,5BZCAT
3040,5BZQJ1148-0404 ,11 48 55.86,-04 04 09.51,175,0,0,0.34,5BZCAT
3041,5BZBJ1149+6243 ,11 49 26.14,+62 43 32.41,19,0,0,0,5BZCAT
3042,4FGLJ1149.5-4029 ,11 49 17.7,-40 29 48.19,89.8,3.85e-12,0,0,Fermi 4LAC
3043,5BZBJ1149+2439 ,11 49 30.35,+24 39 26.71,28,1.84e-12,17.1,0.402,5BZCAT
3044,5BZBJ1149+1035 ,11 49 55.66,+10 35 08.01,11,0,0,0,5BZCAT
